image_name,x_centers,y_centers,widths,heights
946.png,0.44861660079051385;0.6472332015810277;0.31719367588932806;0.6254940711462451;0.3774703557312253;0.3804347826086957;0.8992094861660079;0.8162055335968379;0.2015810276679842,0.1;0.1486111111111111;0.12361111111111112;0.7069444444444445;0.9416666666666667;0.6625;0.08611111111111111;0.6083333333333333;0.4152777777777778,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
947.png,0.7312252964426877;0.5652173913043478;0.23122529644268774;0.2075098814229249;0.39031620553359686;0.37648221343873517;0.39920948616600793;0.20948616600790515;0.5098814229249012;0.191699604743083,0.39444444444444443;0.775;0.6444444444444445;0.7166666666666667;0.2513888888888889;0.49583333333333335;0.10833333333333334;0.28888888888888886;0.075;0.4361111111111111,0.05928853754940711;0.05928853754940711;0.05928853754940711;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.05138339920948617,0.08333333333333333;0.08333333333333333;0.08333333333333333;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.07222222222222222
948.png,0.5810276679841897;0.2381422924901186;0.11857707509881422;0.9733201581027668;0.31126482213438733;0.8478260869565217;0.0958498023715415;0.33893280632411066,0.49444444444444446;0.18472222222222223;0.7194444444444444;0.47638888888888886;0.25416666666666665;0.6388888888888888;0.9513888888888888;0.9069444444444444,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.07777777777777778;0.075;0.075;0.07222222222222222;0.06944444444444445;0.06944444444444445
949.png,0.6067193675889329;0.7727272727272727;0.3952569169960474;0.8260869565217391;0.9486166007905138;0.6837944664031621;0.3092885375494071;0.8863636363636364;0.48320158102766797,0.8083333333333333;0.15;0.05277777777777778;0.3972222222222222;0.225;0.38055555555555554;0.9430555555555555;0.8125;0.7791666666666667,0.05928853754940711;0.05533596837944664;0.05533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.07777777777777778;0.07777777777777778;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445;0.06944444444444445
950.png,0.31620553359683795;0.8063241106719368;0.75;0.22134387351778656;0.9426877470355731;0.5286561264822134;0.24604743083003952;0.7124505928853755,0.04722222222222222;0.25;0.5791666666666667;0.5777777777777777;0.21944444444444444;0.6597222222222222;0.9319444444444445;0.42916666666666664,0.05928853754940711;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.07777777777777778;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445;0.06944444444444445
951.png,0.7460474308300395;0.8478260869565217;0.49703557312252966;0.05237154150197629;0.05237154150197629;0.15217391304347827;0.15612648221343872,0.5680555555555555;0.7666666666666667;0.8819444444444444;0.2625;0.10972222222222222;0.21388888888888888;0.9333333333333333,0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617,0.08055555555555556;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222
952.png,0.1324110671936759;0.5395256916996047;0.2440711462450593;0.06620553359683795;0.4426877470355731;0.4535573122529644;0.775691699604743;0.47134387351778656;0.8092885375494071;0.15118577075098813;0.9120553359683794,0.6055555555555555;0.3736111111111111;0.9402777777777778;0.06527777777777778;0.18055555555555555;0.1375;0.3736111111111111;0.7125;0.4263888888888889;0.12361111111111112;0.41805555555555557,0.05928853754940711;0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.04940711462450593;0.04940711462450593;0.04940711462450593;0.04940711462450593;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.06944444444444445;0.06944444444444445;0.06944444444444445;0.06944444444444445;0.06944444444444445;0.06944444444444445
953.png,0.11857707509881422;0.14525691699604742;0.8992094861660079;0.8814229249011858;0.17786561264822134;0.6235177865612648;0.12944664031620554;0.7579051383399209;0.7934782608695652;0.8241106719367589,0.41388888888888886;0.12916666666666668;0.24722222222222223;0.925;0.46111111111111114;0.7763888888888889;0.3375;0.28194444444444444;0.35555555555555557;0.6444444444444445,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617,0.08333333333333333;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222
954.png,0.39723320158102765;0.6907114624505929;0.22529644268774704;0.5602766798418972;0.8112648221343873;0.6057312252964426;0.6669960474308301,0.2611111111111111;0.0625;0.8388888888888889;0.24583333333333332;0.23194444444444445;0.3902777777777778;0.8013888888888889,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.07777777777777778;0.075;0.075;0.06944444444444445;0.06944444444444445
955.png,0.75;0.1324110671936759;0.4743083003952569;0.47134387351778656;0.48122529644268774;0.28063241106719367;0.3339920948616601;0.7223320158102767,0.3736111111111111;0.7694444444444445;0.7888888888888889;0.9458333333333333;0.5763888888888888;0.8861111111111111;0.2722222222222222;0.3541666666666667,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
956.png,0.6037549407114624;0.441699604743083;0.5306324110671937;0.20454545454545456;0.575098814229249;0.09288537549407115;0.11363636363636363;0.4772727272727273;0.575098814229249;0.8320158102766798;0.6837944664031621;0.41205533596837945,0.8458333333333333;0.6791666666666667;0.5402777777777777;0.9513888888888888;0.6666666666666666;0.35138888888888886;0.6180555555555556;0.8791666666666667;0.8611111111111112;0.3972222222222222;0.19027777777777777;0.4847222222222222,0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08055555555555556;0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445
957.png,0.3616600790513834;0.274703557312253;0.599802371541502;0.6867588932806324;0.6245059288537549;0.7490118577075099;0.40217391304347827,0.9277777777777778;0.12222222222222222;0.32083333333333336;0.8791666666666667;0.08055555555555556;0.2111111111111111;0.3375,0.05928853754940711;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
958.png,0.9011857707509882;0.2549407114624506;0.7816205533596838;0.8112648221343873;0.48221343873517786;0.8903162055335968;0.7835968379446641,0.525;0.37222222222222223;0.15138888888888888;0.9375;0.48333333333333334;0.35138888888888886;0.7319444444444444,0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.06944444444444445;0.06944444444444445
959.png,0.9219367588932806;0.857707509881423;0.11857707509881422;0.5958498023715415;0.43379446640316205;0.2618577075098814;0.5019762845849802;0.22035573122529645,0.4847222222222222;0.9361111111111111;0.55;0.9152777777777777;0.7986111111111112;0.11805555555555555;0.37222222222222223;0.6527777777777778,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.04940711462450593,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.06666666666666667
960.png,0.2816205533596838;0.1590909090909091;0.45948616600790515;0.7312252964426877;0.6205533596837944;0.2391304347826087;0.7055335968379447;0.12845849802371542;0.6986166007905138;0.8586956521739131;0.6314229249011858,0.11527777777777778;0.17916666666666667;0.4236111111111111;0.058333333333333334;0.5527777777777778;0.6083333333333333;0.7638888888888888;0.0763888888888889;0.7652777777777777;0.9236111111111112;0.7347222222222223,0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593;0.04940711462450593,0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445;0.06944444444444445;0.06944444444444445
961.png,0.6403162055335968;0.6689723320158103;0.4871541501976285;0.9575098814229249;0.7737154150197628;0.9476284584980237;0.5128458498023716;0.13339920948616601;0.3695652173913043;0.9525691699604744;0.5365612648221344,0.6111111111111112;0.25972222222222224;0.1736111111111111;0.26805555555555555;0.2513888888888889;0.043055555555555555;0.48194444444444445;0.7541666666666667;0.5777777777777777;0.475;0.8680555555555556,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.075;0.075;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
962.png,0.66600790513834;0.2658102766798419;0.17490118577075098;0.23715415019762845;0.7549407114624506;0.05731225296442688;0.2855731225296443;0.4090909090909091;0.5968379446640316;0.4525691699604743;0.7569169960474308;0.046442687747035576,0.6472222222222223;0.31805555555555554;0.33194444444444443;0.24166666666666667;0.35;0.5486111111111112;0.9263888888888889;0.20277777777777778;0.03888888888888889;0.9;0.7055555555555556;0.5791666666666667,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445
963.png,0.3685770750988142;0.4772727272727273;0.15316205533596838;0.44861660079051385;0.33794466403162055;0.9604743083003953;0.8725296442687747,0.2791666666666667;0.8986111111111111;0.7416666666666667;0.8305555555555556;0.4111111111111111;0.08888888888888889;0.47638888888888886,0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05138339920948617;0.04940711462450593,0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.07222222222222222;0.06944444444444445
964.png,0.47035573122529645;0.6521739130434783;0.13537549407114624;0.6768774703557312;0.1907114624505929;0.5019762845849802;0.3221343873517787;0.3794466403162055;0.12450592885375494;0.8715415019762845;0.36462450592885376;0.35276679841897235,0.8055555555555556;0.9277777777777778;0.9152777777777777;0.5041666666666667;0.4041666666666667;0.7194444444444444;0.8111111111111111;0.4166666666666667;0.4583333333333333;0.7638888888888888;0.6569444444444444;0.5680555555555555,0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445
965.png,0.7491830065359477;0.07598039215686274;0.2867647058823529;0.6045751633986928;0.34477124183006536;0.16094771241830066;0.28513071895424835;0.7924836601307189,0.7365196078431373;0.5502450980392157;0.32107843137254904;0.5612745098039216;0.14460784313725492;0.4522058823529412;0.4178921568627451;0.7867647058823529,0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05065359477124183;0.05065359477124183;0.049019607843137254,0.0857843137254902;0.0857843137254902;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.07598039215686274;0.07598039215686274;0.07352941176470588
966.png,0.05065359477124183;0.37336601307189543;0.34477124183006536;0.5400326797385621;0.5857843137254902;0.44689542483660133;0.8570261437908496;0.369281045751634;0.41013071895424835;0.8227124183006536;0.4027777777777778,0.10416666666666667;0.33700980392156865;0.30637254901960786;0.7389705882352942;0.16299019607843138;0.4227941176470588;0.38848039215686275;0.6323529411764706;0.6029411764705882;0.2818627450980392;0.5465686274509803,0.058823529411764705;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183,0.0857843137254902;0.0857843137254902;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.08088235294117647;0.08088235294117647;0.0784313725490196;0.0784313725490196;0.07352941176470588;0.07352941176470588
967.png,0.7124183006535948;0.8406862745098039;0.5449346405228758;0.11683006535947713;0.29901960784313725;0.7704248366013072;0.7933006535947712;0.2908496732026144;0.4526143790849673;0.13480392156862744;0.5939542483660131,0.5269607843137255;0.4571078431372549;0.7071078431372549;0.49142156862745096;0.7058823529411765;0.15808823529411764;0.9473039215686274;0.2107843137254902;0.1090686274509804;0.7904411764705882;0.18504901960784315,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183,0.08823529411764706;0.0857843137254902;0.0857843137254902;0.0857843137254902;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.0784313725490196;0.07598039215686274;0.07598039215686274;0.07598039215686274
